Version.[Version Name],Time.[Day],Sales Domain.[Sold To],Holiday Type L0,Is Holiday L0
CurrentWorkingView,20-Jan-20,20200,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,20313,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,20695,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,22179,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,22889,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,23475,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,23894,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,24037,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,26777,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,27008,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,27503,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,28072,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,31591,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,32035,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,32819,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,34272,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,34290,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,34803,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,36470,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,36566,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,37265,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,38983,Martin Luther King Jr. Day,1
CurrentWorkingView,20-Jan-20,39401,Martin Luther King Jr. Day,1
CurrentWorkingView,17-Feb-20,86,President's Day,1
CurrentWorkingView,17-Feb-20,706,President's Day,1
CurrentWorkingView,17-Feb-20,888,President's Day,1
CurrentWorkingView,17-Feb-20,1443,President's Day,1
CurrentWorkingView,17-Feb-20,2498,President's Day,1
CurrentWorkingView,17-Feb-20,3274,President's Day,1
CurrentWorkingView,17-Feb-20,3366,President's Day,1
CurrentWorkingView,17-Feb-20,5293,President's Day,1
CurrentWorkingView,17-Feb-20,5318,President's Day,1
CurrentWorkingView,17-Feb-20,5895,President's Day,1
CurrentWorkingView,17-Feb-20,6199,President's Day,1
CurrentWorkingView,17-Feb-20,6638,President's Day,1
CurrentWorkingView,17-Feb-20,6717,President's Day,1
CurrentWorkingView,17-Feb-20,10140,President's Day,1
CurrentWorkingView,17-Feb-20,11266,President's Day,1
CurrentWorkingView,17-Feb-20,11945,President's Day,1
CurrentWorkingView,17-Feb-20,12357,President's Day,1
CurrentWorkingView,17-Feb-20,12449,President's Day,1
CurrentWorkingView,17-Feb-20,12870,President's Day,1
CurrentWorkingView,17-Feb-20,13065,President's Day,1
CurrentWorkingView,17-Feb-20,13085,President's Day,1
CurrentWorkingView,17-Feb-20,13838,President's Day,1
CurrentWorkingView,17-Feb-20,14202,President's Day,1
CurrentWorkingView,17-Feb-20,14403,President's Day,1
CurrentWorkingView,17-Feb-20,17890,President's Day,1
CurrentWorkingView,17-Feb-20,17997,President's Day,1
CurrentWorkingView,17-Feb-20,20199,President's Day,1
CurrentWorkingView,17-Feb-20,20200,President's Day,1
CurrentWorkingView,17-Feb-20,20313,President's Day,1
CurrentWorkingView,17-Feb-20,20695,President's Day,1
CurrentWorkingView,17-Feb-20,22179,President's Day,1
CurrentWorkingView,17-Feb-20,22889,President's Day,1
CurrentWorkingView,17-Feb-20,23475,President's Day,1
CurrentWorkingView,17-Feb-20,23894,President's Day,1
CurrentWorkingView,17-Feb-20,24037,President's Day,1
CurrentWorkingView,17-Feb-20,26777,President's Day,1
CurrentWorkingView,17-Feb-20,27008,President's Day,1
CurrentWorkingView,17-Feb-20,27503,President's Day,1
CurrentWorkingView,17-Feb-20,28072,President's Day,1
CurrentWorkingView,17-Feb-20,31591,President's Day,1
CurrentWorkingView,17-Feb-20,32035,President's Day,1
CurrentWorkingView,17-Feb-20,32819,President's Day,1
CurrentWorkingView,17-Feb-20,34272,President's Day,1
CurrentWorkingView,17-Feb-20,34290,President's Day,1
CurrentWorkingView,17-Feb-20,34803,President's Day,1
CurrentWorkingView,17-Feb-20,36470,President's Day,1
CurrentWorkingView,17-Feb-20,36566,President's Day,1
CurrentWorkingView,17-Feb-20,37265,President's Day,1
CurrentWorkingView,17-Feb-20,38983,President's Day,1
CurrentWorkingView,17-Feb-20,39401,President's Day,1
CurrentWorkingView,25-May-20,86,Memorial Day,1
CurrentWorkingView,25-May-20,706,Memorial Day,1
CurrentWorkingView,25-May-20,888,Memorial Day,1
CurrentWorkingView,25-May-20,1443,Memorial Day,1
CurrentWorkingView,25-May-20,2498,Memorial Day,1
CurrentWorkingView,25-May-20,3274,Memorial Day,1
CurrentWorkingView,25-May-20,3366,Memorial Day,1
CurrentWorkingView,25-May-20,5293,Memorial Day,1
CurrentWorkingView,25-May-20,5318,Memorial Day,1
CurrentWorkingView,25-May-20,5895,Memorial Day,1
CurrentWorkingView,25-May-20,6199,Memorial Day,1
CurrentWorkingView,25-May-20,6638,Memorial Day,1
CurrentWorkingView,25-May-20,6717,Memorial Day,1
CurrentWorkingView,25-May-20,10140,Memorial Day,1
CurrentWorkingView,25-May-20,11266,Memorial Day,1
CurrentWorkingView,25-May-20,11945,Memorial Day,1
CurrentWorkingView,25-May-20,12357,Memorial Day,1
CurrentWorkingView,25-May-20,12449,Memorial Day,1
CurrentWorkingView,25-May-20,12870,Memorial Day,1
CurrentWorkingView,25-May-20,13065,Memorial Day,1
CurrentWorkingView,25-May-20,13085,Memorial Day,1
CurrentWorkingView,25-May-20,13838,Memorial Day,1
CurrentWorkingView,25-May-20,14202,Memorial Day,1
CurrentWorkingView,25-May-20,14403,Memorial Day,1
CurrentWorkingView,25-May-20,17890,Memorial Day,1
CurrentWorkingView,25-May-20,17997,Memorial Day,1
CurrentWorkingView,25-May-20,20199,Memorial Day,1
CurrentWorkingView,25-May-20,20200,Memorial Day,1
CurrentWorkingView,25-May-20,20313,Memorial Day,1
CurrentWorkingView,25-May-20,20695,Memorial Day,1
CurrentWorkingView,25-May-20,22179,Memorial Day,1
CurrentWorkingView,25-May-20,22889,Memorial Day,1
CurrentWorkingView,25-May-20,23475,Memorial Day,1
CurrentWorkingView,25-May-20,23894,Memorial Day,1
CurrentWorkingView,25-May-20,24037,Memorial Day,1
CurrentWorkingView,25-May-20,26777,Memorial Day,1
CurrentWorkingView,25-May-20,27008,Memorial Day,1
CurrentWorkingView,25-May-20,27503,Memorial Day,1
CurrentWorkingView,25-May-20,28072,Memorial Day,1
CurrentWorkingView,25-May-20,31591,Memorial Day,1
CurrentWorkingView,25-May-20,32035,Memorial Day,1
CurrentWorkingView,25-May-20,32819,Memorial Day,1
CurrentWorkingView,25-May-20,34272,Memorial Day,1
CurrentWorkingView,25-May-20,34290,Memorial Day,1
CurrentWorkingView,25-May-20,34803,Memorial Day,1
CurrentWorkingView,25-May-20,36470,Memorial Day,1
CurrentWorkingView,25-May-20,36566,Memorial Day,1
CurrentWorkingView,25-May-20,37265,Memorial Day,1
CurrentWorkingView,25-May-20,38983,Memorial Day,1
CurrentWorkingView,25-May-20,39401,Memorial Day,1
CurrentWorkingView,03-Jul-20,86,Independence Day,1
CurrentWorkingView,03-Jul-20,706,Independence Day,1
CurrentWorkingView,03-Jul-20,888,Independence Day,1
CurrentWorkingView,03-Jul-20,1443,Independence Day,1
CurrentWorkingView,03-Jul-20,2498,Independence Day,1
CurrentWorkingView,03-Jul-20,3274,Independence Day,1
CurrentWorkingView,03-Jul-20,3366,Independence Day,1
CurrentWorkingView,03-Jul-20,5293,Independence Day,1
CurrentWorkingView,03-Jul-20,5318,Independence Day,1
CurrentWorkingView,03-Jul-20,5895,Independence Day,1
CurrentWorkingView,03-Jul-20,6199,Independence Day,1
CurrentWorkingView,03-Jul-20,6638,Independence Day,1
CurrentWorkingView,03-Jul-20,6717,Independence Day,1
CurrentWorkingView,03-Jul-20,10140,Independence Day,1
CurrentWorkingView,03-Jul-20,11266,Independence Day,1
CurrentWorkingView,03-Jul-20,11945,Independence Day,1
CurrentWorkingView,03-Jul-20,12357,Independence Day,1
CurrentWorkingView,03-Jul-20,12449,Independence Day,1
CurrentWorkingView,03-Jul-20,12870,Independence Day,1
CurrentWorkingView,03-Jul-20,13065,Independence Day,1
CurrentWorkingView,03-Jul-20,13085,Independence Day,1
CurrentWorkingView,03-Jul-20,13838,Independence Day,1
CurrentWorkingView,03-Jul-20,14202,Independence Day,1
CurrentWorkingView,03-Jul-20,14403,Independence Day,1
CurrentWorkingView,03-Jul-20,17890,Independence Day,1
CurrentWorkingView,03-Jul-20,17997,Independence Day,1
CurrentWorkingView,03-Jul-20,20199,Independence Day,1
CurrentWorkingView,03-Jul-20,20200,Independence Day,1
CurrentWorkingView,03-Jul-20,20313,Independence Day,1
CurrentWorkingView,03-Jul-20,20695,Independence Day,1
CurrentWorkingView,03-Jul-20,22179,Independence Day,1
CurrentWorkingView,03-Jul-20,22889,Independence Day,1
CurrentWorkingView,03-Jul-20,23475,Independence Day,1
CurrentWorkingView,03-Jul-20,23894,Independence Day,1
CurrentWorkingView,03-Jul-20,24037,Independence Day,1
CurrentWorkingView,03-Jul-20,26777,Independence Day,1
CurrentWorkingView,03-Jul-20,27008,Independence Day,1
CurrentWorkingView,03-Jul-20,27503,Independence Day,1
CurrentWorkingView,03-Jul-20,28072,Independence Day,1
CurrentWorkingView,03-Jul-20,31591,Independence Day,1
CurrentWorkingView,03-Jul-20,32035,Independence Day,1
CurrentWorkingView,03-Jul-20,32819,Independence Day,1
CurrentWorkingView,03-Jul-20,34272,Independence Day,1
CurrentWorkingView,03-Jul-20,34290,Independence Day,1
CurrentWorkingView,03-Jul-20,34803,Independence Day,1
CurrentWorkingView,03-Jul-20,36470,Independence Day,1
CurrentWorkingView,03-Jul-20,36566,Independence Day,1
CurrentWorkingView,03-Jul-20,37265,Independence Day,1
CurrentWorkingView,03-Jul-20,38983,Independence Day,1
CurrentWorkingView,03-Jul-20,39401,Independence Day,1
CurrentWorkingView,04-Jul-20,86,Independence Day,1
CurrentWorkingView,04-Jul-20,706,Independence Day,1
CurrentWorkingView,04-Jul-20,888,Independence Day,1
CurrentWorkingView,04-Jul-20,1443,Independence Day,1
CurrentWorkingView,04-Jul-20,2498,Independence Day,1
CurrentWorkingView,04-Jul-20,3274,Independence Day,1
CurrentWorkingView,04-Jul-20,3366,Independence Day,1
CurrentWorkingView,04-Jul-20,5293,Independence Day,1
CurrentWorkingView,04-Jul-20,5318,Independence Day,1
CurrentWorkingView,04-Jul-20,5895,Independence Day,1
CurrentWorkingView,04-Jul-20,6199,Independence Day,1
CurrentWorkingView,04-Jul-20,6638,Independence Day,1
CurrentWorkingView,04-Jul-20,6717,Independence Day,1
CurrentWorkingView,04-Jul-20,10140,Independence Day,1
CurrentWorkingView,04-Jul-20,11266,Independence Day,1
CurrentWorkingView,04-Jul-20,11945,Independence Day,1
CurrentWorkingView,04-Jul-20,12357,Independence Day,1
CurrentWorkingView,04-Jul-20,12449,Independence Day,1
CurrentWorkingView,04-Jul-20,12870,Independence Day,1
CurrentWorkingView,04-Jul-20,13065,Independence Day,1
CurrentWorkingView,04-Jul-20,13085,Independence Day,1
CurrentWorkingView,04-Jul-20,13838,Independence Day,1
CurrentWorkingView,04-Jul-20,14202,Independence Day,1
CurrentWorkingView,04-Jul-20,14403,Independence Day,1
CurrentWorkingView,04-Jul-20,17890,Independence Day,1
CurrentWorkingView,04-Jul-20,17997,Independence Day,1
CurrentWorkingView,04-Jul-20,20199,Independence Day,1
CurrentWorkingView,04-Jul-20,20200,Independence Day,1
CurrentWorkingView,04-Jul-20,20313,Independence Day,1
CurrentWorkingView,04-Jul-20,20695,Independence Day,1
CurrentWorkingView,04-Jul-20,22179,Independence Day,1
CurrentWorkingView,04-Jul-20,22889,Independence Day,1
CurrentWorkingView,04-Jul-20,23475,Independence Day,1
CurrentWorkingView,04-Jul-20,23894,Independence Day,1
CurrentWorkingView,04-Jul-20,24037,Independence Day,1
CurrentWorkingView,04-Jul-20,26777,Independence Day,1
CurrentWorkingView,04-Jul-20,27008,Independence Day,1
CurrentWorkingView,04-Jul-20,27503,Independence Day,1
CurrentWorkingView,04-Jul-20,28072,Independence Day,1
CurrentWorkingView,04-Jul-20,31591,Independence Day,1
CurrentWorkingView,04-Jul-20,32035,Independence Day,1
CurrentWorkingView,04-Jul-20,32819,Independence Day,1
CurrentWorkingView,04-Jul-20,34272,Independence Day,1
CurrentWorkingView,04-Jul-20,34290,Independence Day,1
CurrentWorkingView,04-Jul-20,34803,Independence Day,1
CurrentWorkingView,04-Jul-20,36470,Independence Day,1
CurrentWorkingView,04-Jul-20,36566,Independence Day,1
CurrentWorkingView,04-Jul-20,37265,Independence Day,1
CurrentWorkingView,04-Jul-20,38983,Independence Day,1
CurrentWorkingView,04-Jul-20,39401,Independence Day,1
CurrentWorkingView,07-Sep-20,86,Labor Day,1
CurrentWorkingView,07-Sep-20,706,Labor Day,1
CurrentWorkingView,07-Sep-20,888,Labor Day,1
CurrentWorkingView,07-Sep-20,1443,Labor Day,1
CurrentWorkingView,07-Sep-20,2498,Labor Day,1
CurrentWorkingView,07-Sep-20,3274,Labor Day,1
CurrentWorkingView,07-Sep-20,3366,Labor Day,1
CurrentWorkingView,07-Sep-20,5293,Labor Day,1
CurrentWorkingView,07-Sep-20,5318,Labor Day,1
CurrentWorkingView,07-Sep-20,5895,Labor Day,1
CurrentWorkingView,07-Sep-20,6199,Labor Day,1
CurrentWorkingView,07-Sep-20,6638,Labor Day,1
CurrentWorkingView,07-Sep-20,6717,Labor Day,1
CurrentWorkingView,07-Sep-20,10140,Labor Day,1
CurrentWorkingView,07-Sep-20,11266,Labor Day,1
CurrentWorkingView,07-Sep-20,11945,Labor Day,1
CurrentWorkingView,07-Sep-20,12357,Labor Day,1
CurrentWorkingView,07-Sep-20,12449,Labor Day,1
CurrentWorkingView,07-Sep-20,12870,Labor Day,1
CurrentWorkingView,07-Sep-20,13065,Labor Day,1
CurrentWorkingView,07-Sep-20,13085,Labor Day,1
CurrentWorkingView,07-Sep-20,13838,Labor Day,1
CurrentWorkingView,07-Sep-20,14202,Labor Day,1
CurrentWorkingView,07-Sep-20,14403,Labor Day,1
CurrentWorkingView,07-Sep-20,17890,Labor Day,1
CurrentWorkingView,07-Sep-20,17997,Labor Day,1
CurrentWorkingView,07-Sep-20,20199,Labor Day,1
CurrentWorkingView,07-Sep-20,20200,Labor Day,1
CurrentWorkingView,07-Sep-20,20313,Labor Day,1
CurrentWorkingView,07-Sep-20,20695,Labor Day,1
CurrentWorkingView,07-Sep-20,22179,Labor Day,1
CurrentWorkingView,07-Sep-20,22889,Labor Day,1
CurrentWorkingView,07-Sep-20,23475,Labor Day,1
CurrentWorkingView,07-Sep-20,23894,Labor Day,1
CurrentWorkingView,07-Sep-20,24037,Labor Day,1
CurrentWorkingView,07-Sep-20,26777,Labor Day,1
CurrentWorkingView,07-Sep-20,27008,Labor Day,1
CurrentWorkingView,07-Sep-20,27503,Labor Day,1
CurrentWorkingView,07-Sep-20,28072,Labor Day,1
CurrentWorkingView,07-Sep-20,31591,Labor Day,1
CurrentWorkingView,07-Sep-20,32035,Labor Day,1
CurrentWorkingView,07-Sep-20,32819,Labor Day,1
CurrentWorkingView,07-Sep-20,34272,Labor Day,1
CurrentWorkingView,07-Sep-20,34290,Labor Day,1
CurrentWorkingView,07-Sep-20,34803,Labor Day,1
CurrentWorkingView,07-Sep-20,36470,Labor Day,1
CurrentWorkingView,07-Sep-20,36566,Labor Day,1
CurrentWorkingView,07-Sep-20,37265,Labor Day,1
CurrentWorkingView,07-Sep-20,38983,Labor Day,1
CurrentWorkingView,07-Sep-20,39401,Labor Day,1
CurrentWorkingView,11-Nov-20,86,Veterans Day,1
CurrentWorkingView,11-Nov-20,706,Veterans Day,1
CurrentWorkingView,11-Nov-20,888,Veterans Day,1
CurrentWorkingView,11-Nov-20,1443,Veterans Day,1
CurrentWorkingView,11-Nov-20,2498,Veterans Day,1
CurrentWorkingView,11-Nov-20,3274,Veterans Day,1
CurrentWorkingView,11-Nov-20,3366,Veterans Day,1
CurrentWorkingView,11-Nov-20,5293,Veterans Day,1
CurrentWorkingView,11-Nov-20,5318,Veterans Day,1
CurrentWorkingView,11-Nov-20,5895,Veterans Day,1
CurrentWorkingView,11-Nov-20,6199,Veterans Day,1
CurrentWorkingView,11-Nov-20,6638,Veterans Day,1
CurrentWorkingView,11-Nov-20,6717,Veterans Day,1
CurrentWorkingView,11-Nov-20,10140,Veterans Day,1
CurrentWorkingView,11-Nov-20,11266,Veterans Day,1
CurrentWorkingView,11-Nov-20,11945,Veterans Day,1
CurrentWorkingView,11-Nov-20,12357,Veterans Day,1
CurrentWorkingView,11-Nov-20,12449,Veterans Day,1
CurrentWorkingView,11-Nov-20,12870,Veterans Day,1
CurrentWorkingView,11-Nov-20,13065,Veterans Day,1
CurrentWorkingView,11-Nov-20,13085,Veterans Day,1
CurrentWorkingView,11-Nov-20,13838,Veterans Day,1
CurrentWorkingView,11-Nov-20,14202,Veterans Day,1
CurrentWorkingView,11-Nov-20,14403,Veterans Day,1
CurrentWorkingView,11-Nov-20,17890,Veterans Day,1
CurrentWorkingView,11-Nov-20,17997,Veterans Day,1
CurrentWorkingView,11-Nov-20,20199,Veterans Day,1
CurrentWorkingView,11-Nov-20,20200,Veterans Day,1
CurrentWorkingView,11-Nov-20,20313,Veterans Day,1
CurrentWorkingView,11-Nov-20,20695,Veterans Day,1
CurrentWorkingView,11-Nov-20,22179,Veterans Day,1
CurrentWorkingView,11-Nov-20,22889,Veterans Day,1
CurrentWorkingView,11-Nov-20,23475,Veterans Day,1
CurrentWorkingView,11-Nov-20,23894,Veterans Day,1
CurrentWorkingView,11-Nov-20,24037,Veterans Day,1
CurrentWorkingView,11-Nov-20,26777,Veterans Day,1
CurrentWorkingView,11-Nov-20,27008,Veterans Day,1
CurrentWorkingView,11-Nov-20,27503,Veterans Day,1
CurrentWorkingView,11-Nov-20,28072,Veterans Day,1
CurrentWorkingView,11-Nov-20,31591,Veterans Day,1
CurrentWorkingView,11-Nov-20,32035,Veterans Day,1
CurrentWorkingView,11-Nov-20,32819,Veterans Day,1
CurrentWorkingView,11-Nov-20,34272,Veterans Day,1
CurrentWorkingView,11-Nov-20,34290,Veterans Day,1
CurrentWorkingView,11-Nov-20,34803,Veterans Day,1
CurrentWorkingView,11-Nov-20,36470,Veterans Day,1
CurrentWorkingView,11-Nov-20,36566,Veterans Day,1
CurrentWorkingView,11-Nov-20,37265,Veterans Day,1
CurrentWorkingView,11-Nov-20,38983,Veterans Day,1
CurrentWorkingView,11-Nov-20,39401,Veterans Day,1
CurrentWorkingView,26-Nov-20,86,Thanksgiving,1
CurrentWorkingView,26-Nov-20,706,Thanksgiving,1
CurrentWorkingView,26-Nov-20,888,Thanksgiving,1
CurrentWorkingView,26-Nov-20,1443,Thanksgiving,1
CurrentWorkingView,26-Nov-20,2498,Thanksgiving,1
CurrentWorkingView,26-Nov-20,3274,Thanksgiving,1
CurrentWorkingView,26-Nov-20,3366,Thanksgiving,1
CurrentWorkingView,26-Nov-20,5293,Thanksgiving,1
CurrentWorkingView,26-Nov-20,5318,Thanksgiving,1
CurrentWorkingView,26-Nov-20,5895,Thanksgiving,1
CurrentWorkingView,26-Nov-20,6199,Thanksgiving,1
CurrentWorkingView,26-Nov-20,6638,Thanksgiving,1
CurrentWorkingView,26-Nov-20,6717,Thanksgiving,1
CurrentWorkingView,26-Nov-20,10140,Thanksgiving,1
CurrentWorkingView,26-Nov-20,11266,Thanksgiving,1
CurrentWorkingView,26-Nov-20,11945,Thanksgiving,1
CurrentWorkingView,26-Nov-20,12357,Thanksgiving,1
CurrentWorkingView,26-Nov-20,12449,Thanksgiving,1
CurrentWorkingView,26-Nov-20,12870,Thanksgiving,1
CurrentWorkingView,26-Nov-20,13065,Thanksgiving,1
CurrentWorkingView,26-Nov-20,13085,Thanksgiving,1
CurrentWorkingView,26-Nov-20,13838,Thanksgiving,1
CurrentWorkingView,26-Nov-20,14202,Thanksgiving,1
CurrentWorkingView,26-Nov-20,14403,Thanksgiving,1
CurrentWorkingView,26-Nov-20,17890,Thanksgiving,1
CurrentWorkingView,26-Nov-20,17997,Thanksgiving,1
CurrentWorkingView,26-Nov-20,20199,Thanksgiving,1
CurrentWorkingView,26-Nov-20,20200,Thanksgiving,1
CurrentWorkingView,26-Nov-20,20313,Thanksgiving,1
CurrentWorkingView,26-Nov-20,20695,Thanksgiving,1
CurrentWorkingView,26-Nov-20,22179,Thanksgiving,1
CurrentWorkingView,26-Nov-20,22889,Thanksgiving,1
CurrentWorkingView,26-Nov-20,23475,Thanksgiving,1
CurrentWorkingView,26-Nov-20,23894,Thanksgiving,1
CurrentWorkingView,26-Nov-20,24037,Thanksgiving,1
CurrentWorkingView,26-Nov-20,26777,Thanksgiving,1
CurrentWorkingView,26-Nov-20,27008,Thanksgiving,1
CurrentWorkingView,26-Nov-20,27503,Thanksgiving,1
CurrentWorkingView,26-Nov-20,28072,Thanksgiving,1
CurrentWorkingView,26-Nov-20,31591,Thanksgiving,1
CurrentWorkingView,26-Nov-20,32035,Thanksgiving,1
CurrentWorkingView,26-Nov-20,32819,Thanksgiving,1
CurrentWorkingView,26-Nov-20,34272,Thanksgiving,1
CurrentWorkingView,26-Nov-20,34290,Thanksgiving,1
CurrentWorkingView,26-Nov-20,34803,Thanksgiving,1
CurrentWorkingView,26-Nov-20,36470,Thanksgiving,1
CurrentWorkingView,26-Nov-20,36566,Thanksgiving,1
CurrentWorkingView,26-Nov-20,37265,Thanksgiving,1
CurrentWorkingView,26-Nov-20,38983,Thanksgiving,1
CurrentWorkingView,26-Nov-20,39401,Thanksgiving,1
CurrentWorkingView,24-Dec-20,706,Christmas Eve,1
CurrentWorkingView,24-Dec-20,888,Christmas Eve,1
CurrentWorkingView,24-Dec-20,1443,Christmas Eve,1
CurrentWorkingView,24-Dec-20,2498,Christmas Eve,1
CurrentWorkingView,24-Dec-20,3274,Christmas Eve,1
CurrentWorkingView,24-Dec-20,3366,Christmas Eve,1
CurrentWorkingView,24-Dec-20,5293,Christmas Eve,1
CurrentWorkingView,24-Dec-20,5318,Christmas Eve,1
CurrentWorkingView,24-Dec-20,5895,Christmas Eve,1
CurrentWorkingView,24-Dec-20,6199,Christmas Eve,1
CurrentWorkingView,24-Dec-20,6638,Christmas Eve,1
CurrentWorkingView,24-Dec-20,11945,Christmas Eve,1
CurrentWorkingView,24-Dec-20,12449,Christmas Eve,1
CurrentWorkingView,24-Dec-20,13065,Christmas Eve,1
CurrentWorkingView,24-Dec-20,13085,Christmas Eve,1
CurrentWorkingView,24-Dec-20,13838,Christmas Eve,1
CurrentWorkingView,24-Dec-20,14202,Christmas Eve,1
CurrentWorkingView,24-Dec-20,14403,Christmas Eve,1
CurrentWorkingView,24-Dec-20,20199,Christmas Eve,1
CurrentWorkingView,24-Dec-20,20200,Christmas Eve,1
CurrentWorkingView,24-Dec-20,20313,Christmas Eve,1
CurrentWorkingView,24-Dec-20,20695,Christmas Eve,1
CurrentWorkingView,24-Dec-20,22179,Christmas Eve,1
CurrentWorkingView,24-Dec-20,22889,Christmas Eve,1
CurrentWorkingView,24-Dec-20,23475,Christmas Eve,1
CurrentWorkingView,24-Dec-20,23894,Christmas Eve,1
CurrentWorkingView,24-Dec-20,24037,Christmas Eve,1
CurrentWorkingView,24-Dec-20,26777,Christmas Eve,1
CurrentWorkingView,24-Dec-20,27008,Christmas Eve,1
CurrentWorkingView,24-Dec-20,28072,Christmas Eve,1
CurrentWorkingView,24-Dec-20,31591,Christmas Eve,1
CurrentWorkingView,24-Dec-20,32035,Christmas Eve,1
CurrentWorkingView,24-Dec-20,32819,Christmas Eve,1
CurrentWorkingView,24-Dec-20,34272,Christmas Eve,1
CurrentWorkingView,24-Dec-20,34290,Christmas Eve,1
CurrentWorkingView,24-Dec-20,36470,Christmas Eve,1
CurrentWorkingView,24-Dec-20,36566,Christmas Eve,1
CurrentWorkingView,24-Dec-20,37265,Christmas Eve,1
CurrentWorkingView,24-Dec-20,38983,Christmas Eve,1
CurrentWorkingView,24-Dec-20,39401,Christmas Eve,1
CurrentWorkingView,25-Dec-20,86,Christmas,1
CurrentWorkingView,25-Dec-20,706,Christmas,1
CurrentWorkingView,25-Dec-20,888,Christmas,1
CurrentWorkingView,25-Dec-20,1443,Christmas,1
CurrentWorkingView,25-Dec-20,2498,Christmas,1
CurrentWorkingView,25-Dec-20,3274,Christmas,1
CurrentWorkingView,25-Dec-20,3366,Christmas,1
CurrentWorkingView,25-Dec-20,5293,Christmas,1
CurrentWorkingView,25-Dec-20,5318,Christmas,1
CurrentWorkingView,25-Dec-20,5895,Christmas,1
CurrentWorkingView,25-Dec-20,6199,Christmas,1
CurrentWorkingView,25-Dec-20,6638,Christmas,1
CurrentWorkingView,25-Dec-20,6717,Christmas,1
CurrentWorkingView,25-Dec-20,10140,Christmas,1
CurrentWorkingView,25-Dec-20,11266,Christmas,1
CurrentWorkingView,25-Dec-20,11945,Christmas,1
CurrentWorkingView,25-Dec-20,12357,Christmas,1
CurrentWorkingView,25-Dec-20,12449,Christmas,1
CurrentWorkingView,25-Dec-20,12870,Christmas,1
CurrentWorkingView,25-Dec-20,13065,Christmas,1
CurrentWorkingView,25-Dec-20,13085,Christmas,1
CurrentWorkingView,25-Dec-20,13838,Christmas,1
CurrentWorkingView,25-Dec-20,14202,Christmas,1
CurrentWorkingView,25-Dec-20,14403,Christmas,1
CurrentWorkingView,25-Dec-20,17890,Christmas,1
CurrentWorkingView,25-Dec-20,17997,Christmas,1
CurrentWorkingView,25-Dec-20,20199,Christmas,1
CurrentWorkingView,25-Dec-20,20200,Christmas,1
CurrentWorkingView,25-Dec-20,20313,Christmas,1
CurrentWorkingView,25-Dec-20,20695,Christmas,1
CurrentWorkingView,25-Dec-20,22179,Christmas,1
CurrentWorkingView,25-Dec-20,22889,Christmas,1
CurrentWorkingView,25-Dec-20,23475,Christmas,1
CurrentWorkingView,25-Dec-20,23894,Christmas,1
CurrentWorkingView,25-Dec-20,24037,Christmas,1
CurrentWorkingView,25-Dec-20,26777,Christmas,1
CurrentWorkingView,25-Dec-20,27008,Christmas,1
CurrentWorkingView,25-Dec-20,27503,Christmas,1
CurrentWorkingView,25-Dec-20,28072,Christmas,1
CurrentWorkingView,25-Dec-20,31591,Christmas,1
CurrentWorkingView,25-Dec-20,32035,Christmas,1
CurrentWorkingView,25-Dec-20,32819,Christmas,1
CurrentWorkingView,25-Dec-20,34272,Christmas,1
CurrentWorkingView,25-Dec-20,34290,Christmas,1
CurrentWorkingView,25-Dec-20,34803,Christmas,1
CurrentWorkingView,25-Dec-20,36470,Christmas,1
CurrentWorkingView,25-Dec-20,36566,Christmas,1
CurrentWorkingView,25-Dec-20,37265,Christmas,1
CurrentWorkingView,25-Dec-20,38983,Christmas,1
CurrentWorkingView,25-Dec-20,39401,Christmas,1
CurrentWorkingView,31-Dec-20,86,New Year's Eve,1
CurrentWorkingView,31-Dec-20,706,New Year's Eve,1
CurrentWorkingView,31-Dec-20,888,New Year's Eve,1
CurrentWorkingView,31-Dec-20,1443,New Year's Eve,1
CurrentWorkingView,31-Dec-20,2498,New Year's Eve,1
CurrentWorkingView,31-Dec-20,3274,New Year's Eve,1
CurrentWorkingView,31-Dec-20,3366,New Year's Eve,1
CurrentWorkingView,31-Dec-20,5293,New Year's Eve,1
CurrentWorkingView,31-Dec-20,5318,New Year's Eve,1
